#Zeit [s]	longitude [1e6]	Latitude [1e5]	GPSSpeed [1e2 km/h] 	Tacho [1e2 km/h] 	Temperatur [10 C] 	Druck [Pa] 	HoeheSee [10 m]
57716	9949526	0	5155957	0	190	99488	45
57717	9949554	0	5155957	0	190	99484	49
57718	9949582	0	5155957	0	189	99484	49
57719	9949611	0	5155957	0	190	99485	48
57720	9949638	0	5155957	0	190	99489	44
57721	9949669	0	5155957	0	189	99483	50
57722	9949700	0	5155957	0	189	99477	55
57723	9949728	0	5155958	0	189	99481	51
57724	9949756	0	5155958	0	189	99493	41
57725	9949778	0	5155958	0	189	99495	39
57726	9949799	0	5155958	0	189	99490	44
57727	9949818	0	5155958	0	189	99488	45
57728	9949836	0	5155957	0	189	99479	53
57729	9949853	0	5155957	0	189	99477	55
57730	9949869	0	5155957	0	189	99483	50
57731	9949884	0	5155956	0	189	99478	54
57732	9949902	0	5155957	0	189	99483	50
57733	9949919	0	5155957	0	189	99468	62
57734	9949934	0	5155957	0	188	99467	63
57735	9949952	0	5155958	0	188	99486	47
57736	9949969	0	5155958	0	188	99499	36
57737	9949986	0	5155959	0	188	99489	44
57738	9950006	0	5155959	0	188	99498	37
57739	9950024	0	5155960	0	188	99493	41
57740	9950042	0	5155960	0	188	99496	38
57741	9950058	0	5155960	0	188	99494	40
57742	9950073	0	5155961	0	188	99490	44
57743	9950087	0	5155961	0	188	99489	44
57744	9950099	0	5155961	0	188	99487	46
57745	9950112	0	5155962	0	188	99486	47
57746	9950127	0	5155962	0	188	99480	52
57747	9950142	0	5155962	0	188	99492	42
57748	9950159	0	5155961	0	188	99498	37
57749	9950174	0	5155961	0	188	99492	42
57750	9950191	0	5155961	0	187	99493	41
57751	9950206	0	5155961	0	188	99496	38
57752	9950223	0	5155961	0	187	99491	43
57753	9950244	0	5155960	0	187	99495	39
57754	9950267	0	5155960	0	187	99493	41
57755	9950294	0	5155959	0	187	99497	38
57756	9950321	0	5155959	0	187	99493	41
57757	9950349	0	5155958	0	187	99502	33
57758	9950375	0	5155957	0	187	99497	38
57759	9950398	0	5155957	0	187	99497	38
